edge_id,face_left,face_right,kind_left,kind_right,label_left,label_right,arclength,tension,relative_tension,identifiable,setting,ablation_id,is_cut_edge,on_cable
30,4,12,cell,cell,58,39,81.05922284218767,0.4363725395617791,0.47235527883859146,True,pressure_curvature_r0.01,e1_PSB8,False,False
31,12,10,cell,cell,39,46,32.43457168816823,0.2896176673488381,0.31349918158123496,True,pressure_curvature_r0.01,e1_PSB8,False,False
32,13,8,cell,cell,40,21,26.741861827790526,0.5420029692634013,0.5866958629772185,True,pressure_curvature_r0.01,e1_PSB8,False,False
33,11,13,cell,cell,19,40,32.40229293662417,0.7991953607664439,0.8650960206168001,True,pressure_curvature_r0.01,e1_PSB8,False,False
34,13,48,cell,outer,40,-1,31.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
35,10,11,cell,cell,46,19,33.70984494717924,0.945897371431472,1.0238948974284583,True,pressure_curvature_r0.01,e1_PSB8,False,False
36,14,10,cell,cell,33,46,47.099444004987575,0.5038479317315415,0.5453946082957081,True,pressure_curvature_r0.01,e1_PSB8,False,False
37,12,14,cell,cell,39,33,21.98027220916189,0.2418495932585959,0.2617922112500177,True,pressure_curvature_r0.01,e1_PSB8,False,False
38,15,12,cell,cell,16,39,39.29097631216534,0.34070381489135637,0.3687978295930202,True,pressure_curvature_r0.01,e1_PSB8,False,False
39,4,15,cell,cell,58,16,31.746486489232087,0.3732625147772934,0.4040412795559537,True,pressure_curvature_r0.01,e1_PSB8,False,False
40,16,10,cell,cell,56,46,54.76559690411495,0.4935577381570473,0.5342558981008261,True,pressure_curvature_r0.01,e1_PSB8,False,False
41,14,16,cell,cell,33,56,32.01851994968288,0.04928306120771353,0.05334688141047237,True,pressure_curvature_r0.01,e1_PSB8,False,False
42,17,13,cell,cell,36,40,27.383626779960675,0.7423976638527862,0.80361485594502,True,pressure_curvature_r0.01,e1_PSB8,False,False
43,11,17,cell,cell,19,36,58.52020410659975,0.8792990566244115,0.9518049680473366,True,pressure_curvature_r0.01,e1_PSB8,False,False
44,15,14,cell,cell,16,33,23.634220846597565,0.6117672190442721,0.6622127864098925,True,pressure_curvature_r0.01,e1_PSB8,False,False
45,17,48,cell,outer,36,-1,33.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
46,10,17,cell,cell,46,36,3.642274006136114,0.6007471333641592,0.6502839981101467,True,pressure_curvature_r0.01,e1_PSB8,False,False
47,16,17,cell,cell,56,36,21.812427967801213,0.3782659895467888,0.40945733465942175,True,pressure_curvature_r0.01,e1_PSB8,False,False
48,18,14,cell,cell,10,33,26.763230955541076,1.092343597936258,1.1824168984347436,True,pressure_curvature_r0.01,e1_PSB8,False,False
49,15,18,cell,cell,16,10,17.93428162059822,0.3961995817392897,0.42886970865796264,True,pressure_curvature_r0.01,e1_PSB8,False,False
50,4,19,cell,cell,58,20,29.315947478833273,0.42236345998134706,0.4571910279026084,True,pressure_curvature_r0.01,e1_PSB8,False,False
51,19,15,cell,cell,20,16,5.583865057753776,0.6037684068755987,0.6535544020942673,True,pressure_curvature_r0.01,e1_PSB8,False,False
52,20,17,cell,cell,22,36,52.283057474484195,0.691901054153156,0.748954358336656,True,pressure_curvature_r0.01,e1_PSB8,False,False
53,16,20,cell,cell,56,22,12.915396482369802,0.7217526562459785,0.7812674865745011,True,pressure_curvature_r0.01,e1_PSB8,False,False
54,21,16,cell,cell,11,56,39.244502909330386,1.2154796588802879,1.3157066064917937,True,pressure_curvature_r0.01,e1_PSB8,False,False
55,14,21,cell,cell,33,11,24.25393802435987,1.1844674888493008,1.2821372113206686,True,pressure_curvature_r0.01,e1_PSB8,False,False
56,22,15,cell,cell,35,16,36.965133119074345,0.7043465464235218,0.7624260904890866,True,pressure_curvature_r0.01,e1_PSB8,False,False
57,19,22,cell,cell,20,35,25.24985106410832,0.34862763683374176,0.3773750400811538,True,pressure_curvature_r0.01,e1_PSB8,False,False
58,18,21,cell,cell,10,11,14.254066749900826,0.7574763331116727,0.8199368935999305,True,pressure_curvature_r0.01,e1_PSB8,False,False
59,48,19,outer,cell,-1,20,17.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
60,17,23,cell,cell,36,1,27.833140388878103,0.6625423149305417,0.7171747338310125,True,pressure_curvature_r0.01,e1_PSB8,False,False
61,16,24,cell,cell,56,12,4.135128242442549,1.3314749600733298,1.4412667365907883,True,pressure_curvature_r0.01,e1_PSB8,False,False
62,15,25,cell,cell,16,6,1.0,0.8974887008917617,0.971494507857764,True,pressure_curvature_r0.01,e1_PSB8,False,False
63,24,20,cell,cell,12,22,58.85051566666441,0.8085380013980119,0.8752090438263833,True,pressure_curvature_r0.01,e1_PSB8,False,False
64,25,18,cell,cell,6,10,33.98747187847815,0.994024988751081,1.075991058478534,True,pressure_curvature_r0.01,e1_PSB8,False,False
65,22,25,cell,cell,35,6,21.48596923667752,0.18089752399027592,0.19581410982333444,True,pressure_curvature_r0.01,e1_PSB8,False,False
66,21,24,cell,cell,11,12,36.07563085831957,0.6352383678564477,0.6876193370901231,True,pressure_curvature_r0.01,e1_PSB8,False,False
67,23,48,cell,outer,1,-1,20.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
68,20,23,cell,cell,22,1,17.248755988600042,0.7198648061820303,0.7792239667318978,True,pressure_curvature_r0.01,e1_PSB8,False,False
69,25,21,cell,cell,6,11,56.77577630295427,1.1409415587819436,1.2350221869556564,True,pressure_curvature_r0.01,e1_PSB8,False,False
70,26,19,cell,cell,55,20,31.791397313566716,1.7158275653259603,1.8573125817504432,True,pressure_curvature_r0.01,e1_PSB8,False,False
71,48,26,outer,cell,-1,55,13.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
72,27,22,cell,cell,37,35,22.94561549990318,1.688611937437939,1.8278527868863494,True,pressure_curvature_r0.01,e1_PSB8,False,False
73,19,27,cell,cell,20,37,13.469202718954076,1.5398052294463758,1.666775662012738,True,pressure_curvature_r0.01,e1_PSB8,False,False
74,26,27,cell,cell,55,37,1.0,1.276662101608077,1.3819340776881555,True,pressure_curvature_r0.01,e1_PSB8,False,False
75,28,27,cell,cell,14,37,52.482398303985875,0.8914998681798934,0.9650118434161081,True,pressure_curvature_r0.01,e1_PSB8,False,False
76,26,28,cell,cell,55,14,21.836025064797223,1.0315517224451454,1.1166122001657774,True,pressure_curvature_r0.01,e1_PSB8,False,False
77,27,25,cell,cell,37,6,30.975357179808437,1.6582787826464394,1.795018397710574,True,pressure_curvature_r0.01,e1_PSB8,False,False
78,29,23,cell,cell,3,1,23.60224132893278,1.2392946275484278,1.3414853279875787,True,pressure_curvature_r0.01,e1_PSB8,False,False
79,20,29,cell,cell,22,3,10.48343154701546,1.005721826733415,1.0886524032373577,True,pressure_curvature_r0.01,e1_PSB8,False,False
80,29,48,cell,outer,3,-1,33.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
81,24,29,cell,cell,12,3,24.47216940916464,0.7472536614819868,0.8088712731258172,True,pressure_curvature_r0.01,e1_PSB8,False,False
82,30,26,cell,cell,18,55,18.453801301721462,1.8548936756326715,2.0078459113153415,True,pressure_curvature_r0.01,e1_PSB8,False,False
83,48,30,outer,cell,-1,18,18.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
84,25,24,cell,cell,6,12,9.342236689145867,1.0854719081201845,1.174978577585262,True,pressure_curvature_r0.01,e1_PSB8,False,True
85,30,28,cell,cell,18,14,20.786398748428343,1.4330172757716397,1.5511821059074706,True,pressure_curvature_r0.01,e1_PSB8,False,False
86,31,25,cell,cell,7,6,50.327221049575755,1.7543379088778777,1.89899844054647,True,pressure_curvature_r0.01,e1_PSB8,False,False
87,27,31,cell,cell,37,7,25.41453274513892,0.49243207763216035,0.5330374170028988,True,pressure_curvature_r0.01,e1_PSB8,False,False
88,32,24,cell,cell,49,12,21.70528298911,1.3702771861649934,1.483268546199367,True,pressure_curvature_r0.01,e1_PSB8,False,True
89,25,32,cell,cell,6,49,13.209239482456198,1.0280666747771436,1.1128397797824099,True,pressure_curvature_r0.01,e1_PSB8,False,False
90,33,24,cell,cell,5,12,34.497141239405934,1.599834863863337,1.7317552657524184,True,pressure_curvature_r0.01,e1_PSB8,True,True
91,34,30,cell,cell,38,18,30.287889136566097,1.2510922439273802,1.3542557612048178,True,pressure_curvature_r0.01,e1_PSB8,False,False
92,32,33,cell,cell,49,5,9.288727899863467,0.536339849828846,0.5805657697264105,True,pressure_curvature_r0.01,e1_PSB8,False,False
93,48,34,outer,cell,-1,38,60.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
94,35,28,cell,cell,50,14,47.07549619588023,1.2110677120140803,1.310930855950063,True,pressure_curvature_r0.01,e1_PSB8,False,False
95,30,35,cell,cell,18,50,11.828883404655732,0.3156818932124199,0.34171263123567003,True,pressure_curvature_r0.01,e1_PSB8,False,False
96,33,29,cell,cell,5,3,13.58038312020523,1.790691597624927,1.9383498094528828,True,pressure_curvature_r0.01,e1_PSB8,False,True
97,28,31,cell,cell,14,7,13.521125064396116,0.7735487154434559,0.83733458467727,True,pressure_curvature_r0.01,e1_PSB8,False,False
98,36,32,cell,cell,9,49,9.86941772699263,1.8617402449992664,2.015257040314186,True,pressure_curvature_r0.01,e1_PSB8,False,False
99,25,36,cell,cell,6,9,12.124249268759066,2.2368378048007407,2.421284680434782,True,pressure_curvature_r0.01,e1_PSB8,False,False
100,31,36,cell,cell,7,9,34.856961089528816,0.7584796791759311,0.8210229743382609,True,pressure_curvature_r0.01,e1_PSB8,False,False
101,32,37,cell,cell,49,4,17.293909935623294,1.091515910658259,1.1815209610886792,True,pressure_curvature_r0.01,e1_PSB8,False,False
102,37,33,cell,cell,4,5,45.6759878371038,0.8277604028659828,0.8960165007173899,True,pressure_curvature_r0.01,e1_PSB8,False,False
103,36,37,cell,cell,9,4,16.81145845443676,1.141195185856329,1.2352967278045435,True,pressure_curvature_r0.01,e1_PSB8,False,False
104,29,38,cell,cell,3,2,31.550889426060163,1.6818072961483357,1.8204870433018083,True,pressure_curvature_r0.01,e1_PSB8,False,True
105,38,48,cell,outer,2,-1,42.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
106,33,38,cell,cell,5,2,11.95840876155323,1.2934415114230056,1.4000970968594282,True,pressure_curvature_r0.01,e1_PSB8,False,False
107,34,35,cell,cell,38,50,61.86712075557307,1.3854505805935293,1.4996931199441235,True,pressure_curvature_r0.01,e1_PSB8,False,False
108,35,31,cell,cell,50,7,28.50714181892359,1.3965199889100268,1.5116752979637766,True,pressure_curvature_r0.01,e1_PSB8,False,False
109,37,38,cell,cell,4,2,1.0,1.4023591781017415,1.5179959794659021,True,pressure_curvature_r0.01,e1_PSB8,False,False
110,37,39,cell,cell,4,25,27.189812463768078,0.8115577049789368,0.878477748425463,True,pressure_curvature_r0.01,e1_PSB8,False,False
111,39,38,cell,cell,25,2,49.52066838847239,0.7759373399431689,0.8399201721955305,True,pressure_curvature_r0.01,e1_PSB8,False,False
112,40,37,cell,cell,23,4,31.231678430067316,1.219874593035433,1.3204639414753736,True,pressure_curvature_r0.01,e1_PSB8,False,False
113,36,40,cell,cell,9,23,22.295198313154142,0.9786601705743636,1.0593592764203503,True,pressure_curvature_r0.01,e1_PSB8,False,False
114,40,39,cell,cell,23,25,42.7236137629447,0.6085122866036605,0.6586894562706269,True,pressure_curvature_r0.01,e1_PSB8,False,False
115,41,36,cell,cell,27,9,29.374034789971507,1.2463525077377853,1.3491251922379766,True,pressure_curvature_r0.01,e1_PSB8,False,False
116,31,41,cell,cell,7,27,29.437510032325605,1.3596477219838645,1.471762589563727,True,pressure_curvature_r0.01,e1_PSB8,False,False
117,35,41,cell,cell,50,27,17.334524989557067,1.0321352720083248,1.11724386850336,True,pressure_curvature_r0.01,e1_PSB8,False,False
118,41,40,cell,cell,27,23,23.30026072543333,1.2191274997704942,1.3196552438248912,True,pressure_curvature_r0.01,e1_PSB8,False,False
119,39,48,cell,outer,25,-1,13.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
120,35,42,cell,cell,50,54,29.717541528220075,1.3286099761770138,1.4381655096699297,True,pressure_curvature_r0.01,e1_PSB8,False,False
121,42,41,cell,cell,54,27,44.285056895354074,1.362027105282956,1.4743381738634058,True,pressure_curvature_r0.01,e1_PSB8,False,False
122,43,34,cell,cell,30,38,52.5781942461475,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
123,48,43,outer,cell,-1,30,69.12448474893256,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
124,34,42,cell,cell,38,54,26.864385711999738,1.1588047071967584,1.2543583084698298,True,pressure_curvature_r0.01,e1_PSB8,False,False
125,44,40,cell,cell,17,23,30.342033800713992,2.525971314365676,2.7342597811807585,True,pressure_curvature_r0.01,e1_PSB8,False,False
126,41,44,cell,cell,27,17,21.280990183874653,1.5825444519522474,1.7130391078848801,True,pressure_curvature_r0.01,e1_PSB8,False,False
127,39,45,cell,cell,25,28,45.87275643769043,1.7565773668708133,1.9014225614725089,True,pressure_curvature_r0.01,e1_PSB8,False,False
128,45,48,cell,outer,28,-1,58.124484748932566,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
129,41,46,cell,cell,27,51,17.239502004033483,1.7232280833040978,1.865323337277415,True,pressure_curvature_r0.01,e1_PSB8,False,False
130,44,39,cell,cell,17,25,8.634763300575479,2.5518093800329122,2.762228421749099,True,pressure_curvature_r0.01,e1_PSB8,False,False
131,46,44,cell,cell,51,17,32.58002864986977,0.7829694708299637,0.8475321638877602,True,pressure_curvature_r0.01,e1_PSB8,False,False
132,42,46,cell,cell,54,51,18.730338144561873,0.36222291632079273,0.3920913694804408,True,pressure_curvature_r0.01,e1_PSB8,False,False
133,47,39,cell,cell,44,25,10.797591538231872,2.6672611266509962,2.887200176435938,True,pressure_curvature_r0.01,e1_PSB8,False,False
134,44,47,cell,cell,17,44,13.881295485582115,1.070335252389452,1.1585937719658386,True,pressure_curvature_r0.01,e1_PSB8,False,False
135,47,45,cell,cell,44,28,9.512557385968076,2.482592064545626,2.687303532134621,True,pressure_curvature_r0.01,e1_PSB8,False,False
136,47,48,cell,outer,44,-1,17.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
137,44,48,cell,outer,17,-1,26.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
138,46,48,cell,outer,51,-1,47.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
139,42,48,cell,outer,54,-1,69.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
140,34,48,cell,outer,38,-1,13.0,,,False,pressure_curvature_r0.01,e1_PSB8,False,False
0,0,61,cell,outer,57,-1,54.124484748932566,,,False,tension_only_r0.1,e3_PSB10,False,False
1,61,1,outer,cell,-1,58,40.0,,,False,tension_only_r0.1,e3_PSB10,False,False
2,61,2,outer,cell,-1,47,54.0,,,False,tension_only_r0.1,e3_PSB10,False,False
3,61,3,outer,cell,-1,38,32.0,,,False,tension_only_r0.1,e3_PSB10,False,False
4,61,4,outer,cell,-1,70,51.0,,,False,tension_only_r0.1,e3_PSB10,False,False
5,61,5,outer,cell,-1,53,43.0,,,False,tension_only_r0.1,e3_PSB10,False,False
6,61,6,outer,cell,-1,43,31.124484748932566,,,False,tension_only_r0.1,e3_PSB10,False,False
7,1,0,cell,cell,58,57,6.795703272812884,1.5393189592644336,1.5011813895620607,True,tension_only_r0.1,e3_PSB10,False,False
8,2,1,cell,cell,47,58,10.0,0.7838102269689884,0.7643908486883838,True,tension_only_r0.1,e3_PSB10,False,False
9,3,2,cell,cell,38,47,10.456504198911224,0.8203931683614215,0.8000674253089971,True,tension_only_r0.1,e3_PSB10,False,False
10,4,3,cell,cell,70,38,11.351158099893548,1.1056835154038611,1.078289529327298,True,tension_only_r0.1,e3_PSB10,False,False
11,5,4,cell,cell,53,70,7.0,1.1209340201505344,1.093162193481369,True,tension_only_r0.1,e3_PSB10,False,False
12,6,5,cell,cell,43,53,6.0,0.6321103091597735,0.6164493892249674,True,tension_only_r0.1,e3_PSB10,False,False
13,1,7,cell,cell,58,13,37.49699707503625,0.8921787082602235,0.8700744345043111,True,tension_only_r0.1,e3_PSB10,False,False
14,8,5,cell,cell,42,53,26.439356424431722,1.2945141622145309,1.2624417812469393,True,tension_only_r0.1,e3_PSB10,False,False
15,6,8,cell,cell,43,42,23.704510012724278,1.2641612171884835,1.2328408490182632,True,tension_only_r0.1,e3_PSB10,False,False
16,7,0,cell,cell,13,57,36.502436561878,1.2364269052387853,1.205793671628146,True,tension_only_r0.1,e3_PSB10,False,False
17,9,4,cell,cell,14,70,22.2064889186126,1.3772538788671331,1.3431315707600089,True,tension_only_r0.1,e3_PSB10,False,False
18,5,9,cell,cell,53,14,19.54479676759752,1.4638633936915084,1.4275952818257651,True,tension_only_r0.1,e3_PSB10,False,False
19,10,2,cell,cell,21,47,38.82401536069401,1.2352090439209462,1.2046059835701226,True,tension_only_r0.1,e3_PSB10,False,False
20,3,10,cell,cell,38,21,35.05178348679565,0.9837716792467752,0.9593981335545798,True,tension_only_r0.1,e3_PSB10,False,False
21,61,8,outer,cell,-1,42,24.0,,,False,tension_only_r0.1,e3_PSB10,False,False
22,2,7,cell,cell,47,13,17.35563742939398,1.2707095838087998,1.2392269758461598,True,tension_only_r0.1,e3_PSB10,False,False
23,4,11,cell,cell,70,60,27.49436516794876,1.1461613706815585,1.1177645209569096,True,tension_only_r0.1,e3_PSB10,False,False
24,11,3,cell,cell,60,38,14.97969596521521,0.9667850182065982,0.942832327442182,True,tension_only_r0.1,e3_PSB10,False,False
25,8,9,cell,cell,42,14,24.864661070230813,1.0254050376373895,1.0,True,tension_only_r0.1,e3_PSB10,False,False
26,9,11,cell,cell,14,60,21.78037863563592,0.5829531175140983,0.5685100971000359,True,tension_only_r0.1,e3_PSB10,False,False
27,10,7,cell,cell,21,13,13.178132521123993,1.0992468805071884,1.0720123660011813,True,tension_only_r0.1,e3_PSB10,False,False
28,11,10,cell,cell,60,21,6.414341516820876,1.1635133945536142,1.1346866378133238,True,tension_only_r0.1,e3_PSB10,False,False
29,11,12,cell,cell,60,46,30.8595857820907,0.9780010088194975,0.9537704350203754,True,tension_only_r0.1,e3_PSB10,False,False
30,12,10,cell,cell,46,21,22.567692204420062,0.9779516942827603,0.95372234228148,True,tension_only_r0.1,e3_PSB10,False,False
31,13,8,cell,cell,32,42,43.677552154412695,0.9614658989815207,0.9376449926526698,True,tension_only_r0.1,e3_PSB10,False,False
32,61,13,outer,cell,-1,32,49.0,,,False,tension_only_r0.1,e3_PSB10,False,False
33,10,14,cell,cell,21,45,35.90769925639984,1.4737243428129871,1.437211919895146,True,tension_only_r0.1,e3_PSB10,False,False
34,14,7,cell,cell,45,13,51.40873348455297,1.4271807048126786,1.3918214290238036,True,tension_only_r0.1,e3_PSB10,False,False
35,9,12,cell,cell,14,46,26.41959854431625,1.071293264882006,1.0447513183184143,True,tension_only_r0.1,e3_PSB10,False,False
36,13,9,cell,cell,32,14,5.8482194362705675,1.3580586243328034,1.3244118904095428,True,tension_only_r0.1,e3_PSB10,False,False
37,0,15,cell,cell,57,64,14.0,1.2476531149457304,1.2167417451160736,True,tension_only_r0.1,e3_PSB10,False,False
38,15,61,cell,outer,64,-1,50.0,,,False,tension_only_r0.1,e3_PSB10,False,False
39,7,15,cell,cell,13,64,2.885901801066649,1.6497572475645583,1.608883501650941,True,tension_only_r0.1,e3_PSB10,False,False
40,16,9,cell,cell,48,14,24.48888738607691,1.116467911064471,1.0888067349824,True,tension_only_r0.1,e3_PSB10,False,False
41,13,16,cell,cell,32,48,31.127361749541777,0.9228653337976644,0.9000007801054066,True,tension_only_r0.1,e3_PSB10,False,False
42,14,15,cell,cell,45,64,13.25950623674257,1.4095375935064576,1.374615436602631,True,tension_only_r0.1,e3_PSB10,False,False
43,17,10,cell,cell,59,21,28.610678686082093,1.5626084522879844,1.5238938711363774,True,tension_only_r0.1,e3_PSB10,False,False
44,12,17,cell,cell,46,59,18.541909132681557,1.248383837308358,1.2174543633847639,True,tension_only_r0.1,e3_PSB10,False,False
45,17,14,cell,cell,59,45,7.470703182278349,0.757275444471442,0.7385134816737995,True,tension_only_r0.1,e3_PSB10,False,False
46,16,12,cell,cell,48,46,19.57292458706572,0.7906810720662547,0.7710914643915183,True,tension_only_r0.1,e3_PSB10,False,False
47,12,18,cell,cell,46,54,47.30767177879076,1.3575906994626996,1.3239555586645946,True,tension_only_r0.1,e3_PSB10,False,False
48,18,17,cell,cell,54,59,25.74635473470899,0.49362116647408033,0.48139139984275936,True,tension_only_r0.1,e3_PSB10,False,False
49,14,19,cell,cell,45,35,29.92361211045186,0.27188948883778746,0.26515326028068026,True,tension_only_r0.1,e3_PSB10,False,False
50,20,14,cell,cell,50,45,17.12095046202464,0.6107386222826003,0.5956071989755269,True,tension_only_r0.1,e3_PSB10,False,False
51,17,20,cell,cell,59,50,27.317548144053607,0.7190206290069108,0.7012064526848713,True,tension_only_r0.1,e3_PSB10,False,False
52,19,15,cell,cell,35,64,35.178132521123985,1.3376521689398297,1.3045110174432935,True,tension_only_r0.1,e3_PSB10,False,False
53,21,14,cell,cell,25,45,38.94156438937161,0.5161321523895417,0.5033446622992501,True,tension_only_r0.1,e3_PSB10,False,False
54,20,21,cell,cell,50,25,27.16574724839917,0.2586122842102655,0.2522050065271063,True,tension_only_r0.1,e3_PSB10,False,False
55,21,19,cell,cell,25,35,19.159802143749257,0.33866135593878566,0.3302708134915028,True,tension_only_r0.1,e3_PSB10,False,False
56,16,18,cell,cell,48,54,17.188939063878905,1.566625793165444,1.5278116799338803,True,tension_only_r0.1,e3_PSB10,False,False
57,13,22,cell,cell,32,5,35.11182082718846,1.2653405824486141,1.2339909947819783,True,tension_only_r0.1,e3_PSB10,False,False
58,22,16,cell,cell,5,48,25.51938411803127,0.911645250188067,0.8890586809370142,True,tension_only_r0.1,e3_PSB10,False,False
59,23,20,cell,cell,17,50,18.81502435804302,0.7369876498188439,0.7187283295554301,True,tension_only_r0.1,e3_PSB10,False,False
60,17,23,cell,cell,59,17,11.254324200982742,1.2611539464064623,1.2299080852111435,True,tension_only_r0.1,e3_PSB10,False,False
61,18,23,cell,cell,54,17,32.62187409527097,1.1811121415993746,1.1518493651257515,True,tension_only_r0.1,e3_PSB10,False,False
62,23,21,cell,cell,17,25,6.656403336567939,0.7045040515154374,0.6870495322888873,True,tension_only_r0.1,e3_PSB10,False,False
63,24,18,cell,cell,12,54,49.403132394587,0.6977977183967671,0.6805093526793525,True,tension_only_r0.1,e3_PSB10,False,False
64,16,24,cell,cell,48,12,5.5387328198956824,1.9657539046368306,1.917051148067378,True,tension_only_r0.1,e3_PSB10,False,False
65,61,22,outer,cell,-1,5,23.0,,,False,tension_only_r0.1,e3_PSB10,False,False
66,21,25,cell,cell,25,23,49.21807780376646,0.546872020481235,0.5333229313377174,True,tension_only_r0.1,e3_PSB10,False,False
67,25,19,cell,cell,23,35,18.014388994102703,0.6840207466986439,0.6670737138903464,True,tension_only_r0.1,e3_PSB10,False,False
68,23,25,cell,cell,17,23,39.04133626797331,0.5004522481944718,0.4880532373310272,True,tension_only_r0.1,e3_PSB10,False,False
69,22,24,cell,cell,5,12,29.49972317709904,1.5362070659790836,1.4981465953381898,True,tension_only_r0.1,e3_PSB10,False,False
70,15,26,cell,cell,64,56,15.0,0.982426548109862,0.9580863288651739,True,tension_only_r0.1,e3_PSB10,False,False
71,19,27,cell,cell,35,16,20.548120849893806,1.0773066254036783,1.0506156941513316,True,tension_only_r0.1,e3_PSB10,False,False
72,26,61,cell,outer,56,-1,51.0,,,False,tension_only_r0.1,e3_PSB10,False,False
73,27,26,cell,cell,16,56,31.302381789883057,1.1617028668313907,1.1329209670239593,True,tension_only_r0.1,e3_PSB10,False,False
74,25,27,cell,cell,23,16,19.786141210714533,0.9198633385421366,0.8970731611203814,True,tension_only_r0.1,e3_PSB10,False,False
75,24,23,cell,cell,12,17,7.342992543272123,1.0134964697817836,0.9883864742043358,True,tension_only_r0.1,e3_PSB10,False,False
76,24,28,cell,cell,12,8,27.104716250394482,1.0873075433140802,1.0603688331971908,True,tension_only_r0.1,e3_PSB10,False,False
77,22,29,cell,cell,5,1,35.124249268759066,1.2269807859137412,1.196581585693003,True,tension_only_r0.1,e3_PSB10,False,False
78,28,23,cell,cell,8,17,33.15875695385447,1.0839486612861018,1.0570931695280152,True,tension_only_r0.1,e3_PSB10,False,False
79,29,24,cell,cell,1,12,7.1781325211239935,1.0753115341979878,1.0486700325518066,True,tension_only_r0.1,e3_PSB10,False,False
80,61,29,outer,cell,-1,1,27.0,,,False,tension_only_r0.1,e3_PSB10,False,False
81,24,30,cell,cell,12,6,42.49673340404477,0.86942983973835,0.8478891831286316,True,tension_only_r0.1,e3_PSB10,False,False
82,30,28,cell,cell,6,8,48.43939477073633,0.3874614140005697,0.377861820235748,True,tension_only_r0.1,e3_PSB10,False,False
83,29,30,cell,cell,1,6,30.597640142502573,1.1155280880905127,1.0878901966980516,True,tension_only_r0.1,e3_PSB10,False,False
84,25,31,cell,cell,23,49,48.05656885808141,0.8716531094646479,0.850057369986208,True,tension_only_r0.1,e3_PSB10,False,False
85,31,27,cell,cell,49,16,13.106540433350087,0.6730029863935373,0.6563289253426986,True,tension_only_r0.1,e3_PSB10,False,False
86,23,31,cell,cell,17,49,13.232643187469066,0.9495833717123121,0.9260568622719308,True,tension_only_r0.1,e3_PSB10,False,False
87,32,26,cell,cell,61,56,29.373511253174815,0.07408730699922605,0.07225174860651044,True,tension_only_r0.1,e3_PSB10,False,False
88,33,27,cell,cell,39,16,26.35896743847904,0.6480635188381023,0.6320073483657633,True,tension_only_r0.1,e3_PSB10,False,False
89,27,32,cell,cell,16,61,3.1836008691813857,1.1946453819617078,1.1650473111720425,True,tension_only_r0.1,e3_PSB10,False,False
90,31,33,cell,cell,49,39,20.116961008296673,0.5867776987354041,0.5722399219798882,True,tension_only_r0.1,e3_PSB10,False,False
91,34,23,cell,cell,29,17,22.428720691105962,1.2315713190360533,1.201058385546541,True,tension_only_r0.1,e3_PSB10,False,False
92,28,34,cell,cell,8,29,39.771123341501266,0.49439444488131973,0.48214551980400033,True,tension_only_r0.1,e3_PSB10,False,False
93,33,32,cell,cell,39,61,18.129688755600807,1.3127883522331074,1.280263217018975,True,tension_only_r0.1,e3_PSB10,False,False
94,34,31,cell,cell,29,49,1.4169730060943293,0.7167165052394302,0.6989594149944874,True,tension_only_r0.1,e3_PSB10,False,False
95,35,31,cell,cell,33,49,52.93176748733786,0.613587586570704,0.598385578429043,True,tension_only_r0.1,e3_PSB10,False,False
96,34,35,cell,cell,29,33,35.90291685153633,0.21077297504856296,0.20555094554070047,True,tension_only_r0.1,e3_PSB10,False,False
97,36,29,cell,cell,18,1,22.990549446141795,1.431764272420775,1.3962914359380054,True,tension_only_r0.1,e3_PSB10,False,False
98,61,36,outer,cell,-1,18,26.0,,,False,tension_only_r0.1,e3_PSB10,False,False
99,35,33,cell,cell,33,39,12.815024358043017,0.45964801017392964,0.448259949290861,True,tension_only_r0.1,e3_PSB10,False,False
100,36,30,cell,cell,18,6,11.70473052375035,1.5035343938321655,1.4662834086483736,True,tension_only_r0.1,e3_PSB10,False,False
101,26,37,cell,cell,56,69,4.17826124666495,0.8501961838401164,0.8291320528315644,True,tension_only_r0.1,e3_PSB10,False,False
102,37,61,cell,outer,69,-1,50.0,,,False,tension_only_r0.1,e3_PSB10,False,False
103,32,37,cell,cell,61,69,9.0,0.8103339817058837,0.7902574611618393,True,tension_only_r0.1,e3_PSB10,False,False
104,33,37,cell,cell,39,69,2.2360802701559255,1.556246672393474,1.5176897082339127,True,tension_only_r0.1,e3_PSB10,False,False
