frame,kind,participants,dV,dE,dF,evidence,run
0,disappearance,"{""cell"": 17, ""sides"": 7}",,,,"{""neighbours"": [73, 85, 299, 415, 441, 485, 564]}",tracker
0,disappearance,"{""cell"": 32, ""sides"": 5}",,,,"{""neighbours"": [51, 73, 169, 345, 400]}",tracker
0,disappearance,"{""cell"": 87, ""sides"": 4}",,,,"{""neighbours"": [308, 315, 362, 455]}",tracker
0,disappearance,"{""cell"": 159, ""sides"": 6}",,,,"{""neighbours"": [14, 181, 374, 380, 498, 501]}",tracker
0,extrusion,"{""cell"": 177, ""sides"": 5, ""neighbours"": [31, 269, 310, 470, 489]}",-4.0,-5.0,-1.0,"{""neighbours_meet_at_vertex"": false, ""new_contacts_among_neighbours"": 0}",tracker
0,disappearance,"{""cell"": 247, ""sides"": 5}",,,,"{""neighbours"": [10, 331, 337, 405, 437]}",tracker
0,disappearance,"{""cell"": 302, ""sides"": 6}",,,,"{""neighbours"": [153, 254, 405, 437, 533, 559]}",tracker
0,disappearance,"{""cell"": 350, ""sides"": 4}",,,,"{""neighbours"": [205, 366, 487, 525]}",tracker
0,disappearance,"{""cell"": 399, ""sides"": 5}",,,,"{""neighbours"": [24, 98, 472, 626, 646]}",tracker
0,extrusion,"{""cell"": 406, ""sides"": 5, ""neighbours"": [62, 146, 168, 174, 453]}",-4.0,-5.0,-1.0,"{""neighbours_meet_at_vertex"": false, ""new_contacts_among_neighbours"": 0}",tracker
0,disappearance,"{""cell"": 436, ""sides"": 7}",,,,"{""neighbours"": [115, 224, 530, 588, 590, 637, 638]}",tracker
0,disappearance,"{""cell"": 491, ""sides"": 5}",,,,"{""neighbours"": [108, 162, 423, 499, 580]}",tracker
0,disappearance,"{""cell"": 506, ""sides"": 4}",,,,"{""neighbours"": [254, 398, 415, 441]}",tracker
0,exit,"{""cell"": 532, ""sides"": 4}",,,,"{""neighbours"": [0, 130, 591, 610]}",tracker
0,exit,"{""cell"": 536, ""sides"": 4}",,,,"{""neighbours"": [0, 80, 610, 624]}",tracker
0,exit,"{""cell"": 540, ""sides"": 3}",,,,"{""neighbours"": [0, 552, 624]}",tracker
0,exit,"{""cell"": 544, ""sides"": 3}",,,,"{""neighbours"": [0, 636, 649]}",tracker
0,exit,"{""cell"": 548, ""sides"": 3}",,,,"{""neighbours"": [0, 538, 552]}",tracker
0,exit,"{""cell"": 549, ""sides"": 3}",,,,"{""neighbours"": [0, 567, 643]}",tracker
0,exit,"{""cell"": 554, ""sides"": 3}",,,,"{""neighbours"": [0, 574, 604]}",tracker
0,exit,"{""cell"": 560, ""sides"": 2}",,,,"{""neighbours"": [0, 625]}",tracker
0,exit,"{""cell"": 562, ""sides"": 3}",,,,"{""neighbours"": [0, 577, 613]}",tracker
0,exit,"{""cell"": 563, ""sides"": 4}",,,,"{""neighbours"": [0, 530, 551, 588]}",tracker
0,exit,"{""cell"": 572, ""sides"": 3}",,,,"{""neighbours"": [0, 564, 582]}",tracker
0,exit,"{""cell"": 573, ""sides"": 3}",,,,"{""neighbours"": [0, 533, 644]}",tracker
0,exit,"{""cell"": 583, ""sides"": 3}",,,,"{""neighbours"": [0, 592, 646]}",tracker
0,exit,"{""cell"": 587, ""sides"": 4}",,,,"{""neighbours"": [0, 85, 551, 558]}",tracker
0,exit,"{""cell"": 588, ""sides"": 5}",,,,"{""neighbours"": [0, 436, 530, 563, 638]}",tracker
0,exit,"{""cell"": 589, ""sides"": 3}",,,,"{""neighbours"": [0, 543, 645]}",tracker
0,exit,"{""cell"": 592, ""sides"": 5}",,,,"{""neighbours"": [0, 115, 583, 637, 646]}",tracker
0,exit,"{""cell"": 600, ""sides"": 3}",,,,"{""neighbours"": [0, 547, 566]}",tracker
0,exit,"{""cell"": 601, ""sides"": 3}",,,,"{""neighbours"": [0, 538, 605]}",tracker
0,exit,"{""cell"": 628, ""sides"": 3}",,,,"{""neighbours"": [0, 546, 626]}",tracker
0,exit,"{""cell"": 629, ""sides"": 3}",,,,"{""neighbours"": [0, 626, 646]}",tracker
0,exit,"{""cell"": 633, ""sides"": 3}",,,,"{""neighbours"": [0, 561, 605]}",tracker
0,exit,"{""cell"": 634, ""sides"": 4}",,,,"{""neighbours"": [0, 9, 584, 647]}",tracker
0,exit,"{""cell"": 637, ""sides"": 5}",,,,"{""neighbours"": [0, 115, 436, 590, 592]}",tracker
0,exit,"{""cell"": 638, ""sides"": 4}",,,,"{""neighbours"": [0, 436, 588, 590]}",tracker
0,appearance,"{""cell"": 695, ""sides"": 7}",,,,"{""neighbours"": [73, 85, 299, 415, 485, 564, 674]}",tracker
0,appearance,"{""cell"": 697, ""sides"": 5}",,,,"{""neighbours"": [31, 269, 310, 470, 489]}",tracker
0,appearance,"{""cell"": 699, ""sides"": 6}",,,,"{""neighbours"": [153, 254, 405, 437, 559, 680]}",tracker
0,appearance,"{""cell"": 700, ""sides"": 6}",,,,"{""neighbours"": [62, 84, 146, 168, 174, 453]}",tracker
0,entry,"{""cell"": 703, ""sides"": 3}",,,,"{""neighbours"": [0, 641, 653]}",tracker
0,entry,"{""cell"": 704, ""sides"": 3}",,,,"{""neighbours"": [0, 585, 635]}",tracker
0,entry,"{""cell"": 705, ""sides"": 3}",,,,"{""neighbours"": [0, 582, 631]}",tracker
0,entry,"{""cell"": 706, ""sides"": 3}",,,,"{""neighbours"": [0, 636, 649]}",tracker
0,entry,"{""cell"": 707, ""sides"": 3}",,,,"{""neighbours"": [0, 684, 685]}",tracker
0,entry,"{""cell"": 708, ""sides"": 3}",,,,"{""neighbours"": [0, 541, 632]}",tracker
0,entry,"{""cell"": 709, ""sides"": 3}",,,,"{""neighbours"": [0, 577, 613]}",tracker
0,entry,"{""cell"": 710, ""sides"": 4}",,,,"{""neighbours"": [0, 530, 551, 713]}",tracker
0,entry,"{""cell"": 711, ""sides"": 3}",,,,"{""neighbours"": [0, 564, 582]}",tracker
0,entry,"{""cell"": 712, ""sides"": 4}",,,,"{""neighbours"": [0, 85, 551, 558]}",tracker
0,entry,"{""cell"": 713, ""sides"": 5}",,,,"{""neighbours"": [0, 530, 686, 687, 710]}",tracker
0,entry,"{""cell"": 715, ""sides"": 4}",,,,"{""neighbours"": [0, 35, 546, 571]}",tracker
0,entry,"{""cell"": 716, ""sides"": 5}",,,,"{""neighbours"": [0, 547, 566, 652, 718]}",tracker
0,entry,"{""cell"": 717, ""sides"": 3}",,,,"{""neighbours"": [0, 577, 580]}",tracker
0,entry,"{""cell"": 718, ""sides"": 4}",,,,"{""neighbours"": [0, 547, 640, 716]}",tracker
0,entry,"{""cell"": 719, ""sides"": 3}",,,,"{""neighbours"": [0, 570, 641]}",tracker
0,entry,"{""cell"": 720, ""sides"": 3}",,,,"{""neighbours"": [0, 550, 635]}",tracker
0,entry,"{""cell"": 721, ""sides"": 3}",,,,"{""neighbours"": [0, 595, 639]}",tracker
0,entry,"{""cell"": 722, ""sides"": 2}",,,,"{""neighbours"": [0, 570]}",tracker
0,entry,"{""cell"": 724, ""sides"": 3}",,,,"{""neighbours"": [0, 570, 649]}",tracker
0,entry,"{""cell"": 725, ""sides"": 4}",,,,"{""neighbours"": [0, 539, 586, 597]}",tracker
0,entry,"{""cell"": 726, ""sides"": 3}",,,,"{""neighbours"": [0, 580, 639]}",tracker
0,t1,"{""lost"": [0, 574], ""gained"": [604, 616], ""cells"": [0, 574, 604, 616]}",0.0,0.0,0.0,"{""side_change"": {""0"": 1, ""574"": -2, ""604"": 0, ""616"": 1}, ""charge_delta"": 0, ""generic"": false, ""isolated"": false}",tracker
0,t1,"{""lost"": [0, 620], ""gained"": [555, 597], ""cells"": [0, 555, 597, 620]}",0.0,0.0,0.0,"{""side_change"": {""0"": 1, ""620"": -2, ""555"": 1, ""597"": 2}, ""charge_delta"": -2, ""generic"": false, ""isolated"": false}",tracker
0,t1,"{""lost"": [0, 625], ""gained"": [596, 622], ""cells"": [0, 596, 622, 625]}",0.0,0.0,0.0,"{""side_change"": {""0"": 1, ""625"": -3, ""596"": 1, ""622"": 1}, ""charge_delta"": 0, ""generic"": false, ""isolated"": false}",tracker
0,t1,"{""lost"": [36, 45], ""gained"": [20, 207], ""cells"": [20, 36, 45, 207]}",0.0,0.0,0.0,"{""side_change"": {""36"": -1, ""45"": -1, ""20"": 1, ""207"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [75, 480], ""gained"": [184, 394], ""cells"": [75, 184, 394, 480]}",0.0,0.0,0.0,"{""side_change"": {""75"": -1, ""480"": -1, ""184"": 1, ""394"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [76, 192], ""gained"": [483, 513], ""cells"": [76, 192, 483, 513]}",0.0,0.0,0.0,"{""side_change"": {""76"": -1, ""192"": -1, ""483"": 1, ""513"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [111, 514], ""gained"": [190, 498], ""cells"": [111, 190, 498, 514]}",0.0,0.0,0.0,"{""side_change"": {""111"": -1, ""514"": -1, ""190"": 1, ""498"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": false}",tracker
0,t1,"{""lost"": [166, 526], ""gained"": [120, 305], ""cells"": [120, 166, 305, 526]}",0.0,0.0,0.0,"{""side_change"": {""166"": -1, ""526"": -1, ""120"": 1, ""305"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [178, 266], ""gained"": [104, 426], ""cells"": [104, 178, 266, 426]}",0.0,0.0,0.0,"{""side_change"": {""178"": -1, ""266"": -1, ""104"": 1, ""426"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [187, 452], ""gained"": [334, 403], ""cells"": [187, 334, 403, 452]}",0.0,0.0,0.0,"{""side_change"": {""187"": -1, ""452"": -1, ""334"": 1, ""403"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [198, 241], ""gained"": [71, 253], ""cells"": [71, 198, 241, 253]}",0.0,0.0,0.0,"{""side_change"": {""198"": -1, ""241"": -1, ""71"": 1, ""253"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [231, 307], ""gained"": [297, 343], ""cells"": [231, 297, 307, 343]}",0.0,0.0,0.0,"{""side_change"": {""231"": -1, ""307"": -1, ""297"": 1, ""343"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [268, 298], ""gained"": [110, 281], ""cells"": [110, 268, 281, 298]}",0.0,0.0,0.0,"{""side_change"": {""268"": -1, ""298"": -1, ""110"": 1, ""281"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [276, 454], ""gained"": [237, 291], ""cells"": [237, 276, 291, 454]}",0.0,0.0,0.0,"{""side_change"": {""276"": -1, ""454"": -1, ""237"": 1, ""291"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [290, 620], ""gained"": [272, 355], ""cells"": [272, 290, 355, 620]}",0.0,0.0,0.0,"{""side_change"": {""290"": -1, ""620"": -2, ""272"": 1, ""355"": 1}, ""charge_delta"": 1, ""generic"": false, ""isolated"": false}",tracker
0,t1,"{""lost"": [319, 370], ""gained"": [101, 517], ""cells"": [101, 319, 370, 517]}",0.0,0.0,0.0,"{""side_change"": {""319"": -1, ""370"": -1, ""101"": 1, ""517"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [338, 407], ""gained"": [60, 125], ""cells"": [60, 125, 338, 407]}",0.0,0.0,0.0,"{""side_change"": {""338"": -1, ""407"": -1, ""60"": 1, ""125"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [342, 387], ""gained"": [55, 267], ""cells"": [55, 267, 342, 387]}",0.0,0.0,0.0,"{""side_change"": {""342"": -1, ""387"": -1, ""55"": 1, ""267"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": false}",tracker
0,t1,"{""lost"": [442, 502], ""gained"": [26, 385], ""cells"": [26, 385, 442, 502]}",0.0,0.0,0.0,"{""side_change"": {""442"": -1, ""502"": -1, ""26"": 1, ""385"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
0,t1,"{""lost"": [578, 593], ""gained"": [0, 225], ""cells"": [0, 225, 578, 593]}",0.0,0.0,0.0,"{""side_change"": {""578"": -1, ""593"": -1, ""0"": 1, ""225"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": false}",tracker
0,t1,"{""lost"": [584, 591], ""gained"": [0, 221], ""cells"": [0, 221, 584, 591]}",0.0,0.0,0.0,"{""side_change"": {""584"": -3, ""591"": -2, ""0"": 1, ""221"": 2}, ""charge_delta"": 2, ""generic"": false, ""isolated"": false}",tracker
0,contact_death,"{""cells"": [0, 547]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [0, 566]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [0, 569]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [0, 586]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [0, 644]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [106, 162]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [140, 374]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [142, 460]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [147, 462]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [148, 432]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [301, 333]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [347, 392]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_death,"{""cells"": [581, 584]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [0, 9]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [0, 80]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [0, 115]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [0, 130]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [141, 371]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [145, 421]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [162, 240]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [221, 581]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
0,contact_birth,"{""cells"": [390, 396]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
1,division,"{""parent"": 74, ""children"": [727, 728]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 113, ""children"": [729, 730]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 227, ""children"": [731, 732]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 451, ""children"": [733, 734]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 623, ""children"": [735, 736]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 682, ""children"": [737, 738]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
1,division,"{""parent"": 269, ""children"": [269, 739]}",2.0,3.0,1.0,"{""source"": ""heuristic_asymmetric""}",tracker
1,division,"{""parent"": 671, ""children"": [671, 740]}",2.0,3.0,1.0,"{""source"": ""heuristic_asymmetric""}",tracker
1,division,"{""parent"": 449, ""children"": [449, 741]}",2.0,3.0,1.0,"{""source"": ""heuristic_asymmetric""}",tracker
1,division,"{""parent"": 237, ""children"": [237, 742]}",2.0,3.0,1.0,"{""source"": ""heuristic_asymmetric""}",tracker
1,disappearance,"{""cell"": 6, ""sides"": 5}",,,,"{""neighbours"": [18, 124, 202, 310, 454]}",tracker
1,extrusion,"{""cell"": 147, ""sides"": 4, ""neighbours"": [144, 280, 363, 671]}",-3.0,-4.0,-1.0,"{""neighbours_meet_at_vertex"": false, ""new_contacts_among_neighbours"": 0}",tracker
1,extrusion,"{""cell"": 178, ""sides"": 5, ""neighbours"": [23, 104, 248, 352, 426]}",-4.0,-5.0,-1.0,"{""neighbours_meet_at_vertex"": false, ""new_contacts_among_neighbours"": 2}",tracker
1,disappearance,"{""cell"": 260, ""sides"": 7}",,,,"{""neighbours"": [69, 227, 468, 515, 527, 623, 632]}",tracker
1,disappearance,"{""cell"": 454, ""sides"": 5}",,,,"{""neighbours"": [6, 202, 237, 291, 310]}",tracker
1,exit,"{""cell"": 537, ""sides"": 3}",,,,"{""neighbours"": [0, 542, 567]}",tracker
1,exit,"{""cell"": 541, ""sides"": 6}",,,,"{""neighbours"": [0, 527, 632, 682, 683, 708]}",tracker
1,exit,"{""cell"": 575, ""sides"": 4}",,,,"{""neighbours"": [0, 74, 579, 618]}",tracker
1,exit,"{""cell"": 581, ""sides"": 3}",,,,"{""neighbours"": [0, 221, 591]}",tracker
1,exit,"{""cell"": 594, ""sides"": 4}",,,,"{""neighbours"": [0, 175, 571, 615]}",tracker
1,exit,"{""cell"": 622, ""sides"": 4}",,,,"{""neighbours"": [0, 596, 623, 625]}",tracker
1,exit,"{""cell"": 632, ""sides"": 6}",,,,"{""neighbours"": [0, 260, 527, 541, 623, 708]}",tracker
1,exit,"{""cell"": 691, ""sides"": 7}",,,,"{""neighbours"": [0, 66, 619, 682, 683, 690]}",tracker
1,disappearance,"{""cell"": 696, ""sides"": 5}",,,,"{""neighbours"": [31, 113, 215, 476, 694]}",tracker
1,exit,"{""cell"": 703, ""sides"": 3}",,,,"{""neighbours"": [0, 641, 653]}",tracker
1,exit,"{""cell"": 704, ""sides"": 3}",,,,"{""neighbours"": [0, 585, 635]}",tracker
1,exit,"{""cell"": 705, ""sides"": 3}",,,,"{""neighbours"": [0, 582, 631]}",tracker
1,exit,"{""cell"": 706, ""sides"": 3}",,,,"{""neighbours"": [0, 636, 649]}",tracker
1,exit,"{""cell"": 707, ""sides"": 3}",,,,"{""neighbours"": [0, 684, 685]}",tracker
1,exit,"{""cell"": 708, ""sides"": 3}",,,,"{""neighbours"": [0, 541, 632]}",tracker
1,exit,"{""cell"": 709, ""sides"": 3}",,,,"{""neighbours"": [0, 577, 613]}",tracker
1,exit,"{""cell"": 711, ""sides"": 3}",,,,"{""neighbours"": [0, 564, 582]}",tracker
1,exit,"{""cell"": 714, ""sides"": 4}",,,,"{""neighbours"": [0, 686, 687, 723]}",tracker
1,exit,"{""cell"": 717, ""sides"": 3}",,,,"{""neighbours"": [0, 577, 580]}",tracker
1,exit,"{""cell"": 719, ""sides"": 3}",,,,"{""neighbours"": [0, 570, 641]}",tracker
1,exit,"{""cell"": 721, ""sides"": 3}",,,,"{""neighbours"": [0, 595, 639]}",tracker
1,exit,"{""cell"": 722, ""sides"": 2}",,,,"{""neighbours"": [0, 570]}",tracker
1,exit,"{""cell"": 724, ""sides"": 3}",,,,"{""neighbours"": [0, 570, 649]}",tracker
1,exit,"{""cell"": 726, ""sides"": 3}",,,,"{""neighbours"": [0, 580, 639]}",tracker
1,entry,"{""cell"": 743, ""sides"": 4}",,,,"{""neighbours"": [0, 534, 607, 650]}",tracker
1,entry,"{""cell"": 744, ""sides"": 3}",,,,"{""neighbours"": [0, 641, 653]}",tracker
1,entry,"{""cell"": 745, ""sides"": 4}",,,,"{""neighbours"": [0, 542, 567, 643]}",tracker
1,entry,"{""cell"": 746, ""sides"": 4}",,,,"{""neighbours"": [0, 556, 585, 635]}",tracker
1,entry,"{""cell"": 747, ""sides"": 4}",,,,"{""neighbours"": [0, 527, 736, 737]}",tracker
1,entry,"{""cell"": 748, ""sides"": 3}",,,,"{""neighbours"": [0, 582, 631]}",tracker
1,entry,"{""cell"": 749, ""sides"": 2}",,,,"{""neighbours"": [0, 643]}",tracker
1,entry,"{""cell"": 750, ""sides"": 4}",,,,"{""neighbours"": [0, 553, 618, 651]}",tracker
1,entry,"{""cell"": 751, ""sides"": 3}",,,,"{""neighbours"": [0, 542, 614]}",tracker
1,entry,"{""cell"": 752, ""sides"": 4}",,,,"{""neighbours"": [0, 577, 613, 758]}",tracker
1,entry,"{""cell"": 753, ""sides"": 3}",,,,"{""neighbours"": [0, 564, 582]}",tracker
1,entry,"{""cell"": 754, ""sides"": 3}",,,,"{""neighbours"": [0, 545, 609]}",tracker
1,entry,"{""cell"": 755, ""sides"": 3}",,,,"{""neighbours"": [0, 545, 627]}",tracker
1,entry,"{""cell"": 756, ""sides"": 3}",,,,"{""neighbours"": [0, 579, 621]}",tracker
1,entry,"{""cell"": 757, ""sides"": 3}",,,,"{""neighbours"": [0, 595, 639]}",tracker
1,entry,"{""cell"": 758, ""sides"": 4}",,,,"{""neighbours"": [0, 613, 652, 752]}",tracker
1,entry,"{""cell"": 759, ""sides"": 3}",,,,"{""neighbours"": [0, 614, 617]}",tracker
1,t1,"{""lost"": [0, 602], ""gained"": [612, 648], ""cells"": [0, 602, 612, 648]}",0.0,0.0,0.0,"{""side_change"": {""0"": -3, ""602"": -1, ""612"": 2, ""648"": 1}, ""charge_delta"": 1, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [0, 603], ""gained"": [604, 612], ""cells"": [0, 603, 604, 612]}",0.0,0.0,0.0,"{""side_change"": {""0"": -3, ""603"": 0, ""604"": 1, ""612"": 2}, ""charge_delta"": 0, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [14, 678], ""gained"": [181, 380], ""cells"": [14, 181, 380, 678]}",0.0,0.0,0.0,"{""side_change"": {""14"": 0, ""678"": -1, ""181"": 1, ""380"": 1}, ""charge_delta"": -1, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [26, 385], ""gained"": [442, 502], ""cells"": [26, 385, 442, 502]}",0.0,0.0,0.0,"{""side_change"": {""26"": -1, ""385"": -1, ""442"": 1, ""502"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
1,t1,"{""lost"": [40, 103], ""gained"": [389, 643], ""cells"": [40, 103, 389, 643]}",0.0,0.0,0.0,"{""side_change"": {""40"": -1, ""103"": -1, ""389"": 1, ""643"": 4}, ""charge_delta"": -3, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [52, 428], ""gained"": [94, 152], ""cells"": [52, 94, 152, 428]}",0.0,0.0,0.0,"{""side_change"": {""52"": -1, ""428"": 0, ""94"": 1, ""152"": 1}, ""charge_delta"": -1, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [80, 101], ""gained"": [97, 354], ""cells"": [80, 97, 101, 354]}",0.0,0.0,0.0,"{""side_change"": {""80"": -1, ""101"": -1, ""97"": 1, ""354"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
1,t1,"{""lost"": [125, 352], ""gained"": [407, 410], ""cells"": [125, 352, 407, 410]}",0.0,0.0,0.0,"{""side_change"": {""125"": -1, ""352"": -2, ""407"": 1, ""410"": 1}, ""charge_delta"": 1, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [169, 400], ""gained"": [289, 668], ""cells"": [169, 289, 400, 668]}",0.0,0.0,0.0,"{""side_change"": {""169"": -1, ""400"": -1, ""289"": 1, ""668"": 0}, ""charge_delta"": 1, ""generic"": false, ""isolated"": false}",tracker
1,t1,"{""lost"": [180, 445], ""gained"": [145, 259], ""cells"": [145, 180, 259, 445]}",0.0,0.0,0.0,"{""side_change"": {""180"": -1, ""445"": -1, ""145"": 1, ""259"": 1}, ""charge_delta"": 0, ""generic"": true, ""isolated"": true}",tracker
1,t1,"{""lost"": [212, 677], ""gained"": [54, 676], ""cells"": [54, 212, 676, 677]}",0.0,0.0,0.0,"{""side_change"": {""212"": 1, ""677"": -1, ""54"": 1, ""676"": 1}, ""charge_delta"": -2, ""generic"": false, ""isolated"": false}",tracker
